Date,Projected Cum. GBMSM cases (post. mean; no reversion),Projected GBMSM cases (post. 10%; no reversion),Projected GBMSM cases (post. 90%; no reversion),Projected Cum. GBMSM cases (post. mean; 12wk reversion),Projected GBMSM cases (post. 10%; 12wk reversion),Projected GBMSM cases (post. 90%; 12wk reversion),Projected Cum. GBMSM cases (post. mean; 12wk reversion + ceased vac rollout),Projected GBMSM cases (post. 10%; 12wk reversion + ceased vac rollout),Projected GBMSM cases (post. 90%; 12wk reversion + ceased vac rollout),Projected Cum. GBMSM cases (post. mean; 4wk reversion),Projected GBMSM cases (post. 10%; 4wk reversion),Projected GBMSM cases (post. 90%; 4wk reversion),Projected Cum. GBMSM cases (post. mean; 4wk reversion + ceased vac rollout),Projected GBMSM cases (post. 10%; 4wk reversion + ceased vac rollout),Projected GBMSM cases (post. 90%; 4wk reversion + ceased vac rollout)
2022-09-19,3799.5681122081123,3777.4436122081124,3826.4436122081124,3802.5021122081125,3778.4436122081124,3830.4436122081124,3802.4686122081125,3778.4436122081124,3829.4436122081124,3806.8111122081123,3779.4436122081124,3840.4436122081124,3807.7961122081124,3779.4436122081124,3842.4436122081124
2022-09-26,3820.0136122081126,3783.4436122081124,3865.4436122081124,3827.471612208112,3785.4436122081124,3877.4436122081124,3827.3281122081125,3785.4436122081124,3876.4436122081124,3841.7011122081126,3788.4436122081124,3909.4436122081124,3843.7401122081124,3789.4436122081124,3912.4436122081124
2022-10-03,3833.7281122081126,3786.4436122081124,3892.5436122081123,3846.1331122081124,3789.4436122081124,3914.4436122081124,3846.1551122081123,3789.4436122081124,3912.5436122081123,3876.1161122081126,3795.4436122081124,3983.4436122081124,3879.7131122081123,3797.4436122081124,3987.4436122081124
2022-10-10,3842.7496122081125,3788.4436122081124,3912.4436122081124,3860.1456122081127,3792.4436122081124,3940.543612208113,3861.0011122081123,3792.4436122081124,3944.5436122081123,3912.6126122081123,3802.4436122081124,4063.4436122081124,3920.491612208112,3804.4436122081124,4072.7436122081117
2022-10-17,3848.8596122081126,3789.4436122081124,3924.5436122081123,3871.288612208112,3794.4436122081124,3962.4436122081124,3873.5866122081125,3794.4436122081124,3970.5436122081123,3950.3886122081126,3806.4436122081124,4146.643612208112,3965.0161122081126,3809.4436122081124,4167.543612208113
2022-10-24,3852.8706122081126,3790.4436122081124,3932.4436122081124,3880.4446122081126,3795.4436122081124,3978.5436122081123,3884.3746122081125,3795.4436122081124,3992.5436122081123,3987.2981122081123,3809.4436122081124,4234.443612208112,4011.8731122081126,3813.4436122081124,4279.743612208113
2022-10-31,3855.7726122081126,3790.4436122081124,3938.5436122081123,3888.1081122081123,3797.343612208112,3995.5436122081123,3893.9186122081123,3796.4436122081124,4014.4436122081124,4023.5706122081124,3812.4436122081124,4320.043612208112,4061.3261122081126,3817.4436122081124,4400.643612208112
2022-11-07,3857.7001122081124,3791.4436122081124,3943.4436122081124,3894.7916122081124,3798.4436122081124,4009.5436122081123,3902.795112208112,3797.4436122081124,4034.4436122081124,4059.3061122081126,3814.3436122081125,4412.443612208112,4113.456112208112,3819.4436122081124,4536.543612208112
2022-11-14,3859.1486122081124,3791.4436122081124,3946.5436122081123,3900.9096122081123,3798.4436122081124,4023.5436122081123,3911.5166122081123,3798.343612208112,4053.5436122081123,4094.7681122081126,3815.3436122081125,4497.643612208112,4167.681112208113,3820.4436122081124,4661.743612208113
2022-11-21,3860.1331122081124,3791.4436122081124,3949.4436122081124,3906.7466122081123,3798.4436122081124,4038.4436122081124,3920.3836122081125,3798.4436122081124,4075.4436122081124,4130.038612208113,3816.4436122081124,4570.843612208112,4223.183612208112,3822.4436122081124,4819.643612208112
2022-11-28,3860.8336122081123,3791.4436122081124,3951.5436122081123,3912.5556122081125,3798.4436122081124,4053.5436122081123,3929.6496122081126,3798.4436122081124,4099.543612208113,4164.690112208113,3817.4436122081124,4654.643612208111,4279.432112208113,3823.343612208113,4951.543612208113
2022-12-05,3861.3726122081125,3791.4436122081124,3953.4436122081124,3918.6661122081123,3799.4436122081124,4068.6436122081122,3939.9286122081126,3799.4436122081124,4130.543612208113,4199.016612208113,3817.443612208113,4740.743612208113,4335.405612208113,3824.443612208113,5088.843612208113
2022-12-12,3861.7816122081126,3791.4436122081124,3953.4436122081124,3925.063112208112,3799.4436122081124,4085.5436122081123,3951.2806122081124,3799.4436122081124,4158.443612208112,4231.899612208113,3818.4436122081124,4825.943612208112,4390.934112208112,3825.4436122081124,5232.743612208112
2022-12-19,3862.0621122081125,3791.4436122081124,3954.4436122081124,3931.5421122081125,3799.4436122081124,4103.543612208113,3963.4781122081126,3800.4436122081124,4191.543612208113,4263.704612208113,3818.443612208113,4914.543612208113,4445.125612208112,3826.4436122081124,5351.643612208112
2022-12-26,3862.2871122081124,3791.4436122081124,3955.4436122081124,3938.1831122081126,3799.4436122081124,4120.643612208112,3976.4711122081126,3800.4436122081124,4222.543612208113,4294.511612208113,3818.4436122081124,4995.443612208112,4498.205112208112,3826.443612208112,5502.743612208112
2023-01-02,3862.4651122081123,3791.4436122081124,3955.4436122081124,3944.9216122081125,3799.4436122081124,4138.643612208112,3990.1221122081124,3801.4436122081124,4255.543612208112,4324.090112208112,3818.4436122081124,5059.4436122081115,4550.3906122081125,3826.4436122081124,5605.543612208112
2023-01-09,3862.5871122081126,3791.4436122081124,3955.5436122081123,3951.6916122081125,3799.4436122081124,4162.543612208113,4004.2476122081125,3801.4436122081124,4295.543612208113,4352.957612208113,3818.4436122081124,5126.343612208112,4601.324612208113,3827.443612208113,5725.4436122081115
2023-01-16,3862.6736122081124,3791.4436122081124,3956.4436122081124,3958.6291122081125,3800.3436122081125,4180.443612208112,4018.851112208112,3801.4436122081124,4329.9436122081115,4380.510612208112,3818.4436122081124,5203.843612208112,4650.924612208112,3827.4436122081124,5819.443612208111
2023-01-23,3862.7336122081124,3791.4436122081124,3956.4436122081124,3965.6786122081126,3800.4436122081124,4198.443612208112,4033.9171122081125,3801.4436122081124,4368.543612208113,4406.603112208112,3818.4436122081124,5265.643612208111,4699.484612208113,3827.4436122081124,5923.343612208111
2023-01-30,3862.7881122081126,3791.4436122081124,3956.4436122081124,3972.5646122081125,3800.4436122081124,4212.443612208112,4048.9346122081124,3801.4436122081124,4404.643612208112,4431.722612208112,3818.443612208112,5313.843612208111,4746.498112208113,3827.4436122081124,6020.743612208113
2023-02-06,3862.8266122081122,3791.4436122081124,3956.4436122081124,3979.5536122081126,3800.4436122081124,4231.543612208113,4063.9841122081125,3801.4436122081124,4449.543612208113,4455.523612208112,3818.4436122081124,5374.543612208112,4792.3771122081125,3827.4436122081124,6089.9436122081115
2023-02-13,3862.8591122081125,3791.4436122081124,3956.4436122081124,3986.3891122081122,3800.4436122081124,4251.643612208112,4078.9436122081124,3801.4436122081124,4488.743612208113,4477.842612208113,3819.343612208113,5426.343612208112,4836.983612208112,3827.4436122081124,6191.243612208111
2023-02-20,3862.8806122081123,3791.4436122081124,3956.4436122081124,3993.2346122081126,3800.4436122081124,4262.543612208113,4093.8371122081126,3801.4436122081124,4537.243612208112,4498.918612208113,3819.443612208113,5485.943612208112,4880.0111122081125,3827.4436122081124,6320.9436122081115
2023-02-27,3862.9021122081126,3791.4436122081124,3956.4436122081124,3999.7606122081124,3800.4436122081124,4275.543612208112,4108.451112208112,3801.443612208112,4581.543612208112,4518.812112208112,3819.443612208112,5551.643612208112,4921.090112208112,3827.4436122081124,6426.543612208112
2023-03-06,3862.9146122081124,3791.4436122081124,3956.4436122081124,4006.1641122081123,3800.4436122081124,4290.643612208112,4122.787112208112,3801.4436122081124,4629.543612208112,4537.755112208112,3819.4436122081124,5576.543612208112,4960.552112208113,3827.4436122081124,6521.24361220811
2023-03-13,3862.9251122081123,3791.4436122081124,3956.4436122081124,4012.3841122081126,3800.4436122081124,4305.843612208112,4137.157112208112,3801.4436122081124,4659.743612208112,4555.408612208113,3819.4436122081124,5613.543612208112,4998.0601122081125,3827.4436122081124,6601.743612208113
